agent,area_sqm,bathrooms,bedrooms,description,listing_id,location,on_show,price,property_type,special_tag,url
Not specified,132,Not specified,3,3 Bedroom Townhouse in Wilgeheuwel,Not specified,Wilgeheuwel,,R 1 350 000,Not specified,,Not specified
Not specified,132,Not specified,3,3 Bedroom Townhouse in Wilgeheuwel,Not specified,Wilgeheuwel,,R 1 350 000,Not specified,,Not specified
Not specified,65,Not specified,2,2 Bedroom Apartment in Honeydew,Not specified,Honeydew,,R 659 999,Not specified,,Not specified
Not specified,65,Not specified,2,2 Bedroom Apartment in Honeydew,Not specified,Honeydew,,R 659 999,Not specified,,Not specified
Not specified,154,Not specified,Not specified,Commercial Property in Ruimsig,Not specified,Ruimsig,,R 1 700 000,Not specified,,Not specified
Not specified,154,Not specified,Not specified,Commercial Property in Ruimsig,Not specified,Ruimsig,,R 1 700 000,Not specified,,Not specified
Not specified,95,Not specified,2,2 Bedroom Townhouse in Florida Glen,Not specified,Florida Glen,,R 920 000,Not specified,,Not specified
Not specified,95,Not specified,2,2 Bedroom Townhouse in Florida Glen,Not specified,Florida Glen,,R 920 000,Not specified,,Not specified
Not specified,205,5,3,Not specified,Not specified,Amorosa,,R 2 895 000,3 Bedroom Townhouse,,Not specified
Not specified,205,5,3,Not specified,Not specified,Amorosa,,R 2 895 000,3 Bedroom Townhouse,,Not specified
Not specified,100,Not specified,3,Not specified,Not specified,Little Falls,,R 2 400 000,3 Bedroom House,,Not specified
Not specified,100,Not specified,3,Not specified,Not specified,Little Falls,,R 2 400 000,3 Bedroom House,,Not specified
Not specified,198,Not specified,3,Not specified,Not specified,Ruimsig,,R 1 800 000,3 Bedroom Townhouse,,Not specified
Not specified,198,Not specified,3,Not specified,Not specified,Ruimsig,,R 1 800 000,3 Bedroom Townhouse,,Not specified
Not specified,005,Not specified,3,Not specified,Not specified,Horison,,R 1 800 000,3 Bedroom House,,Not specified
Not specified,005,Not specified,3,Not specified,Not specified,Horison,,R 1 800 000,3 Bedroom House,,Not specified
Not specified,60,Not specified,2,Not specified,Not specified,Witpoortjie,,R 540 000,2 Bedroom Apartment,,Not specified
Not specified,60,Not specified,2,Not specified,Not specified,Witpoortjie,,R 540 000,2 Bedroom Apartment,,Not specified
Not specified,718,3,3,Not specified,Not specified,Florida Lake,,R 920 000,3 Bedroom House,,Not specified
Not specified,718,3,3,Not specified,Not specified,Florida Lake,,R 920 000,3 Bedroom House,,Not specified
Not specified,724,Not specified,4,Not specified,Not specified,Florida Hills,,R 2 400 000,4 Bedroom House,,Not specified
Not specified,724,Not specified,4,Not specified,Not specified,Florida Hills,,R 2 400 000,4 Bedroom House,,Not specified
Not specified,402,Not specified,4,Not specified,Not specified,Helderkruin,,R 3 750 000,4 Bedroom House,,Not specified
Not specified,402,Not specified,4,Not specified,Not specified,Helderkruin,,R 3 750 000,4 Bedroom House,,Not specified
Not specified,486,Not specified,3,Not specified,Not specified,Radiokop,,R 1 900 000,3 Bedroom House,,Not specified
Not specified,486,Not specified,3,Not specified,Not specified,Radiokop,,R 1 900 000,3 Bedroom House,,Not specified
Not specified,461,3,4,Not specified,Not specified,Poortview,,R 1 899 000,4 Bedroom Townhouse,,Not specified
Not specified,461,3,4,Not specified,Not specified,Poortview,,R 1 899 000,4 Bedroom Townhouse,,Not specified
Not specified,137,Not specified,3,Not specified,Not specified,Honeydew,,R 920 000,3 Bedroom Apartment,,Not specified
Not specified,137,Not specified,3,Not specified,Not specified,Honeydew,,R 920 000,3 Bedroom Apartment,,Not specified
Not specified,730,Not specified,3,Not specified,Not specified,Fleurhof,,R 700 000,3 Bedroom Townhouse,,Not specified
Not specified,730,Not specified,3,Not specified,Not specified,Fleurhof,,R 700 000,3 Bedroom Townhouse,,Not specified
Not specified,085,Not specified,3,Not specified,Not specified,Wilro Park,,R 1 620 000,3 Bedroom House,,Not specified
Not specified,085,Not specified,3,Not specified,Not specified,Wilro Park,,R 1 620 000,3 Bedroom House,,Not specified
Not specified,Not specified,Not specified,2,Not specified,Not specified,Horison,,R 699 000,2 Bedroom Apartment,,Not specified
Not specified,Not specified,Not specified,2,Not specified,Not specified,Horison,,R 699 000,2 Bedroom Apartment,,Not specified
Not specified,133,Not specified,3,Not specified,Not specified,Ruimsig Country Estate,,R 1 910 000,3 Bedroom Apartment,,Not specified
Not specified,133,Not specified,3,Not specified,Not specified,Ruimsig Country Estate,,R 1 910 000,3 Bedroom Apartment,,Not specified
Not specified,733,Not specified,2,Not specified,Not specified,Radiokop,,R 864 900,2 Bedroom Townhouse,,Not specified
Not specified,733,Not specified,2,Not specified,Not specified,Radiokop,,R 864 900,2 Bedroom Townhouse,,Not specified
Not specified,87,Not specified,2,Not specified,Not specified,Weltevreden Park,,R 975 000,2 Bedroom Townhouse,,Not specified
Not specified,87,Not specified,2,Not specified,Not specified,Weltevreden Park,,R 975 000,2 Bedroom Townhouse,,Not specified
Not specified,40,Not specified,Not specified,Not specified,Not specified,Not specified,,From R 849 000 To R 1 225 000,Willow Falls Apartments    Development in Wilgeheuwel,,Not specified
Not specified,132,Not specified,3,3 Bedroom Townhouse in Wilgeheuwel,Not specified,Wilgeheuwel,,R 1 350 000,Not specified,,Not specified
Not specified,132,Not specified,3,3 Bedroom Townhouse in Wilgeheuwel,Not specified,Wilgeheuwel,,R 1 350 000,Not specified,,Not specified
Not specified,72,Not specified,2,Not specified,Not specified,Radiokop,,R 635 000,2 Bedroom Apartment,,Not specified
Not specified,72,Not specified,2,Not specified,Not specified,Radiokop,,R 635 000,2 Bedroom Apartment,,Not specified
Not specified,79,Not specified,3,Not specified,Not specified,Radiokop,,R 765 000,3 Bedroom Apartment,,Not specified
Not specified,79,Not specified,3,Not specified,Not specified,Radiokop,,R 765 000,3 Bedroom Apartment,,Not specified
Not specified,61,Not specified,2,Not specified,Not specified,Radiokop,,R 675 000,2 Bedroom Apartment,,Not specified
Not specified,61,Not specified,2,Not specified,Not specified,Radiokop,,R 675 000,2 Bedroom Apartment,,Not specified
Not specified,79,Not specified,2,Not specified,Not specified,Honeydew Ridge,,R 845 000,2 Bedroom Townhouse,,Not specified
Not specified,79,Not specified,2,Not specified,Not specified,Honeydew Ridge,,R 845 000,2 Bedroom Townhouse,,Not specified
Not specified,814,2,4,Not specified,Not specified,Helderkruin,,R 2 400 000,4 Bedroom House,,Not specified
Not specified,814,2,4,Not specified,Not specified,Helderkruin,,R 2 400 000,4 Bedroom House,,Not specified
Not specified,793,Not specified,3,Not specified,Not specified,Witpoortjie,,R 1 500 000,3 Bedroom House,,Not specified
Not specified,793,Not specified,3,Not specified,Not specified,Witpoortjie,,R 1 500 000,3 Bedroom House,,Not specified
Not specified,400,Not specified,3,Not specified,Not specified,Roodekrans,,R 3 200 000,3 Bedroom House,,Not specified
Not specified,400,Not specified,3,Not specified,Not specified,Roodekrans,,R 3 200 000,3 Bedroom House,,Not specified
Not specified,535,Not specified,5,Not specified,Not specified,Radiokop,,R 2 395 000,5 Bedroom House,,Not specified
Not specified,535,Not specified,5,Not specified,Not specified,Radiokop,,R 2 395 000,5 Bedroom House,,Not specified
Not specified,277,Not specified,3,Not specified,Not specified,Honeydew,,R 1 600 125,3 Bedroom House,,Not specified
Not specified,277,Not specified,3,Not specified,Not specified,Honeydew,,R 1 600 125,3 Bedroom House,,Not specified
Not specified,932,Not specified,2,Not specified,Not specified,Weltevreden Park,,R 599 000,2 Bedroom Townhouse,,Not specified
Not specified,932,Not specified,2,Not specified,Not specified,Weltevreden Park,,R 599 000,2 Bedroom Townhouse,,Not specified
Not specified,56,Not specified,2,Not specified,Not specified,Florida,,R 549 999,2 Bedroom Apartment,,Not specified
Not specified,56,Not specified,2,Not specified,Not specified,Florida,,R 549 999,2 Bedroom Apartment,,Not specified
Not specified,503,Not specified,3,Not specified,Not specified,Honeydew Ridge,,R 2 495 000,3 Bedroom House,,Not specified
Not specified,503,Not specified,3,Not specified,Not specified,Honeydew Ridge,,R 2 495 000,3 Bedroom House,,Not specified
Not specified,60,Not specified,2,Not specified,Not specified,Radiokop,,R 625 000,2 Bedroom Apartment,,Not specified
Not specified,60,Not specified,2,Not specified,Not specified,Radiokop,,R 625 000,2 Bedroom Apartment,,Not specified
Not specified,Not specified,Not specified,3,Not specified,Not specified,Honeydew,,R 1 780 000,3 Bedroom House,,Not specified
Not specified,Not specified,Not specified,3,Not specified,Not specified,Honeydew,,R 1 780 000,3 Bedroom House,,Not specified
Not specified,359,Not specified,2,Not specified,Not specified,Roodepoort West,,R 600 000,2 Bedroom Townhouse,,Not specified
Not specified,359,Not specified,2,Not specified,Not specified,Roodepoort West,,R 600 000,2 Bedroom Townhouse,,Not specified
Not specified,400,Not specified,Not specified,Not specified,Not specified,Robertville,,R 9 600 000,Industrial Property,,Not specified
Not specified,400,Not specified,Not specified,Not specified,Not specified,Robertville,,R 9 600 000,Industrial Property,,Not specified
Not specified,075,Not specified,5,Not specified,Not specified,Weltevreden Park,,R 1 950 000,5 Bedroom House,,Not specified
Not specified,075,Not specified,5,Not specified,Not specified,Weltevreden Park,,R 1 950 000,5 Bedroom House,,Not specified
Not specified,184,Not specified,Not specified,Not specified,Not specified,Laser Park,,R 1 468 320,Commercial Property,,Not specified
Not specified,184,Not specified,Not specified,Not specified,Not specified,Laser Park,,R 1 468 320,Commercial Property,,Not specified
Not specified,205,Not specified,Not specified,Not specified,Not specified,Laser Park,,R 1 635 900,Commercial Property,,Not specified
Not specified,205,Not specified,Not specified,Not specified,Not specified,Laser Park,,R 1 635 900,Commercial Property,,Not specified
Not specified,172,Not specified,Not specified,Not specified,Not specified,Laser Park,,R 1 372 560,Commercial Property,,Not specified
Not specified,172,Not specified,Not specified,Not specified,Not specified,Laser Park,,R 1 372 560,Commercial Property,,Not specified
Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,,From R 3 606 312 To R 5 083 258,El-Sela    Development in Ruimsig Country Estate,,Not specified
Not specified,41,Not specified,2,2 Bedroom Apartment in Fleurhof,Not specified,Fleurhof,,R 674 900,Not specified,,Not specified
Not specified,41,Not specified,2,2 Bedroom Apartment in Fleurhof,Not specified,Fleurhof,,R 674 900,Not specified,,Not specified
Not specified,034,Not specified,4,Not specified,Not specified,Wilro Park,,R 1 600 000,4 Bedroom House,,Not specified
Not specified,034,Not specified,4,Not specified,Not specified,Wilro Park,,R 1 600 000,4 Bedroom House,,Not specified
Not specified,184,Not specified,Not specified,Not specified,Not specified,Ruimsig,,R 2 100 000,Commercial Property,,Not specified
Not specified,184,Not specified,Not specified,Not specified,Not specified,Ruimsig,,R 2 100 000,Commercial Property,,Not specified
Not specified,099,Not specified,4,Not specified,Not specified,Helderkruin,,R 1 850 000,4 Bedroom House,,Not specified
Not specified,099,Not specified,4,Not specified,Not specified,Helderkruin,,R 1 850 000,4 Bedroom House,,Not specified
Not specified,517,Not specified,3,Not specified,Not specified,Florida,,R 1 800 000,3 Bedroom House,,Not specified
Not specified,517,Not specified,3,Not specified,Not specified,Florida,,R 1 800 000,3 Bedroom House,,Not specified
Not specified,61,Not specified,2,Not specified,Not specified,Wilgeheuwel,,R 820 000,2 Bedroom Townhouse,,Not specified
Not specified,61,Not specified,2,Not specified,Not specified,Wilgeheuwel,,R 820 000,2 Bedroom Townhouse,,Not specified
Not specified,000,Not specified,3,Not specified,Not specified,Roodekrans,,R 1 999 000,3 Bedroom House,,Not specified
Not specified,000,Not specified,3,Not specified,Not specified,Roodekrans,,R 1 999 000,3 Bedroom House,,Not specified
Not specified,359,Not specified,2,Not specified,Not specified,Roodepoort West,,R 600 000,2 Bedroom Townhouse,,Not specified
Not specified,359,Not specified,2,Not specified,Not specified,Roodepoort West,,R 600 000,2 Bedroom Townhouse,,Not specified
Not specified,185,Not specified,3,Not specified,Not specified,Constantia Kloof,,R 1 495 000,3 Bedroom Townhouse,,Not specified
Not specified,185,Not specified,3,Not specified,Not specified,Constantia Kloof,,R 1 495 000,3 Bedroom Townhouse,,Not specified
Not specified,259,Not specified,4,Not specified,Not specified,Weltevreden Park,,R 2 400 000,4 Bedroom House,,Not specified
Not specified,259,Not specified,4,Not specified,Not specified,Weltevreden Park,,R 2 400 000,4 Bedroom House,,Not specified
Not specified,035,Not specified,4,Not specified,Not specified,Ruimsig Country Estate,,R 3 650 000,4 Bedroom House,,Not specified
Not specified,035,Not specified,4,Not specified,Not specified,Ruimsig Country Estate,,R 3 650 000,4 Bedroom House,,Not specified
Not specified,75,Not specified,2,Not specified,Not specified,Willowbrook,,R 775 000,2 Bedroom Apartment,,Not specified
Not specified,75,Not specified,2,Not specified,Not specified,Willowbrook,,R 775 000,2 Bedroom Apartment,,Not specified
Not specified,299,Not specified,Not specified,Not specified,Not specified,Laser Park,,R 2 529 660,Commercial Property,,Not specified
Not specified,299,Not specified,Not specified,Not specified,Not specified,Laser Park,,R 2 529 660,Commercial Property,,Not specified
Not specified,224,Not specified,4,Not specified,Not specified,Ruimsig Country Estate,,R 2 939 000,4 Bedroom Townhouse,,Not specified
Not specified,224,Not specified,4,Not specified,Not specified,Ruimsig Country Estate,,R 2 939 000,4 Bedroom Townhouse,,Not specified
Not specified,967,Not specified,5,Not specified,Not specified,Discovery,,R 1 750 000,5 Bedroom House,,Not specified
Not specified,967,Not specified,5,Not specified,Not specified,Discovery,,R 1 750 000,5 Bedroom House,,Not specified
Not specified,002,Not specified,3,Not specified,Not specified,Constantia Kloof,,R 1 495 000,3 Bedroom Townhouse,,Not specified
Not specified,002,Not specified,3,Not specified,Not specified,Constantia Kloof,,R 1 495 000,3 Bedroom Townhouse,,Not specified
Not specified,223,Not specified,3,Not specified,Not specified,Ruimsig Country Estate,,R 2 787 000,3 Bedroom Townhouse,,Not specified
Not specified,223,Not specified,3,Not specified,Not specified,Ruimsig Country Estate,,R 2 787 000,3 Bedroom Townhouse,,Not specified
Not specified,96,Not specified,2,Not specified,Not specified,Wilgeheuwel,,R 875 000,2 Bedroom Townhouse,,Not specified
Not specified,96,Not specified,2,Not specified,Not specified,Wilgeheuwel,,R 875 000,2 Bedroom Townhouse,,Not specified
Not specified,992,Not specified,3,Not specified,Not specified,Roodepoort Central,,R 1 090 000,3 Bedroom House,,Not specified
Not specified,992,Not specified,3,Not specified,Not specified,Roodepoort Central,,R 1 090 000,3 Bedroom House,,Not specified
Not specified,253,Not specified,2,Not specified,Not specified,Honeypark,,R 599 000,2 Bedroom Townhouse,,Not specified
Not specified,253,Not specified,2,Not specified,Not specified,Honeypark,,R 599 000,2 Bedroom Townhouse,,Not specified
Not specified,109,Not specified,3,Not specified,Not specified,Fleurhof,,R 700 000,3 Bedroom Apartment,,Not specified
Not specified,109,Not specified,3,Not specified,Not specified,Fleurhof,,R 700 000,3 Bedroom Apartment,,Not specified
Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,,From R 479 950 To R 999 683,Wilfordon    Development in Wilfordon,,Not specified
Not specified,308,Not specified,2,Not specified,Not specified,Cosmo City,,R 810 000,2 Bedroom House,,Not specified
Not specified,308,Not specified,2,Not specified,Not specified,Cosmo City,,R 810 000,2 Bedroom House,,Not specified
Not specified,61,Not specified,2,Not specified,Not specified,Honeypark,,R 560 000,2 Bedroom Apartment,,Not specified
Not specified,61,Not specified,2,Not specified,Not specified,Honeypark,,R 560 000,2 Bedroom Apartment,,Not specified
Not specified,261,Not specified,Not specified,Not specified,Not specified,Ruimsig,,R 2 625 000,Commercial Property,,Not specified
Not specified,261,Not specified,Not specified,Not specified,Not specified,Ruimsig,,R 2 625 000,Commercial Property,,Not specified
Not specified,80,Not specified,2,Not specified,Not specified,Honeyhills,,R 665 000,2 Bedroom Apartment,,Not specified
Not specified,80,Not specified,2,Not specified,Not specified,Honeyhills,,R 665 000,2 Bedroom Apartment,,Not specified
Not specified,120,Not specified,2,Not specified,Not specified,Constantia Kloof,,R 1 695 000,2 Bedroom Townhouse,,Not specified
Not specified,120,Not specified,2,Not specified,Not specified,Constantia Kloof,,R 1 695 000,2 Bedroom Townhouse,,Not specified
Not specified,Not specified,Not specified,3,Not specified,Not specified,Wilro Park,,R 1 280 000,3 Bedroom Townhouse,,Not specified
Not specified,Not specified,Not specified,3,Not specified,Not specified,Wilro Park,,R 1 280 000,3 Bedroom Townhouse,,Not specified
Not specified,83,Not specified,2,Not specified,Not specified,Horizon View,,R 560 000,2 Bedroom Apartment,,Not specified
Not specified,83,Not specified,2,Not specified,Not specified,Horizon View,,R 560 000,2 Bedroom Apartment,,Not specified
Not specified,000,Not specified,4,Not specified,Not specified,Roodekrans,,R 1 875 000,4 Bedroom House,,Not specified
Not specified,000,Not specified,4,Not specified,Not specified,Roodekrans,,R 1 875 000,4 Bedroom House,,Not specified
Not specified,489,Not specified,3,Not specified,Not specified,Constantia Kloof,,R 3 100 000,3 Bedroom House,,Not specified
Not specified,489,Not specified,3,Not specified,Not specified,Constantia Kloof,,R 3 100 000,3 Bedroom House,,Not specified
Not specified,860,Not specified,3,Not specified,Not specified,Roodepoort West,,R 1 249 900,3 Bedroom House,,Not specified
Not specified,860,Not specified,3,Not specified,Not specified,Roodepoort West,,R 1 249 900,3 Bedroom House,,Not specified
Not specified,160,Not specified,3,Not specified,Not specified,Willowbrook,,R 1 450 000,3 Bedroom Townhouse,,Not specified
Not specified,160,Not specified,3,Not specified,Not specified,Willowbrook,,R 1 450 000,3 Bedroom Townhouse,,Not specified
Not specified,84,Not specified,2,Not specified,Not specified,Wilgeheuwel,,R 799 000,2 Bedroom Apartment,,Not specified
Not specified,84,Not specified,2,Not specified,Not specified,Wilgeheuwel,,R 799 000,2 Bedroom Apartment,,Not specified
Not specified,302,Not specified,3,Not specified,Not specified,Ruimsig Country Estate,,R 2 740 000,3 Bedroom Townhouse,,Not specified
Not specified,302,Not specified,3,Not specified,Not specified,Ruimsig Country Estate,,R 2 740 000,3 Bedroom Townhouse,,Not specified
Not specified,107,Not specified,2,Not specified,Not specified,Weltevreden Park,,R 789 000,2 Bedroom Apartment,,Not specified
Not specified,107,Not specified,2,Not specified,Not specified,Weltevreden Park,,R 789 000,2 Bedroom Apartment,,Not specified
Not specified,881,2,3,Not specified,Not specified,Witpoortjie,,R 1 195 000,3 Bedroom House,,Not specified
Not specified,881,2,3,Not specified,Not specified,Witpoortjie,,R 1 195 000,3 Bedroom House,,Not specified
Not specified,92,Not specified,3,Not specified,Not specified,Honeypark,,R 790 000,3 Bedroom Townhouse,,Not specified
Not specified,92,Not specified,3,Not specified,Not specified,Honeypark,,R 790 000,3 Bedroom Townhouse,,Not specified
Not specified,093,Not specified,4,Not specified,Not specified,Roodepoort West,,R 1 499 000,4 Bedroom House,,Not specified
Not specified,093,Not specified,4,Not specified,Not specified,Roodepoort West,,R 1 499 000,4 Bedroom House,,Not specified
Not specified,800,Not specified,Not specified,Not specified,Not specified,Industria North,,R 3 750 000,Industrial Property,,Not specified
Not specified,800,Not specified,Not specified,Not specified,Not specified,Industria North,,R 3 750 000,Industrial Property,,Not specified
Not specified,852,Not specified,3,Not specified,Not specified,Witpoortjie,,R 1 150 000,3 Bedroom House,,Not specified
Not specified,852,Not specified,3,Not specified,Not specified,Witpoortjie,,R 1 150 000,3 Bedroom House,,Not specified
Not specified,77,Not specified,1,Not specified,Not specified,Florida,,R 430 000,1 Bedroom Apartment,,Not specified
Not specified,77,Not specified,1,Not specified,Not specified,Florida,,R 430 000,1 Bedroom Apartment,,Not specified
Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,,From R 479 950 To R 999 683,Wilfordon    Development in Wilfordon,,Not specified
Not specified,058,Not specified,5,Not specified,Not specified,Helderkruin,,R 1 700 000,5 Bedroom House,,Not specified
Not specified,058,Not specified,5,Not specified,Not specified,Helderkruin,,R 1 700 000,5 Bedroom House,,Not specified
Not specified,837,Not specified,Not specified,Not specified,Not specified,Eagle Canyon Golf Estate,,R 2 875 000,Vacant Land,,Not specified
Not specified,837,Not specified,Not specified,Not specified,Not specified,Eagle Canyon Golf Estate,,R 2 875 000,Vacant Land,,Not specified
Not specified,992,Not specified,3,Not specified,Not specified,Roodepoort Central,,R 1 090 000,3 Bedroom House,,Not specified
Not specified,992,Not specified,3,Not specified,Not specified,Roodepoort Central,,R 1 090 000,3 Bedroom House,,Not specified
Not specified,317,Not specified,Not specified,Not specified,Not specified,Laser Park,,R 2 529 660,Commercial Property,,Not specified
Not specified,317,Not specified,Not specified,Not specified,Not specified,Laser Park,,R 2 529 660,Commercial Property,,Not specified
Not specified,239,Not specified,Not specified,Not specified,Not specified,Laser Park,,R 1 907 220,Commercial Property,,Not specified
Not specified,239,Not specified,Not specified,Not specified,Not specified,Laser Park,,R 1 907 220,Commercial Property,,Not specified
Not specified,367,Not specified,Not specified,Not specified,Not specified,Laser Park,,R 2 928 660,Commercial Property,,Not specified
Not specified,367,Not specified,Not specified,Not specified,Not specified,Laser Park,,R 2 928 660,Commercial Property,,Not specified
Not specified,302,Not specified,Not specified,Not specified,Not specified,Laser Park,,R 2 409 960,Commercial Property,,Not specified
Not specified,302,Not specified,Not specified,Not specified,Not specified,Laser Park,,R 2 409 960,Commercial Property,,Not specified
Not specified,294,Not specified,Not specified,Not specified,Not specified,Laser Park,,R 2 346 120,Commercial Property,,Not specified
Not specified,294,Not specified,Not specified,Not specified,Not specified,Laser Park,,R 2 346 120,Commercial Property,,Not specified
Not specified,355,Not specified,Not specified,Not specified,Not specified,Laser Park,,R 2 832 900,Commercial Property,,Not specified
Not specified,355,Not specified,Not specified,Not specified,Not specified,Laser Park,,R 2 832 900,Commercial Property,,Not specified
Not specified,56,Not specified,2,Not specified,Not specified,Wilgeheuwel,,R 895 000,2 Bedroom Townhouse,,Not specified
Not specified,56,Not specified,2,Not specified,Not specified,Wilgeheuwel,,R 895 000,2 Bedroom Townhouse,,Not specified
Not specified,350,Not specified,Not specified,Not specified,Not specified,Discovery,,R 1 500 000,Commercial Property,,Not specified
Not specified,350,Not specified,Not specified,Not specified,Not specified,Discovery,,R 1 500 000,Commercial Property,,Not specified
Not specified,240,Not specified,Not specified,Not specified,Not specified,Weltevreden Park,,R 2 050 000,Commercial Property,,Not specified
Not specified,240,Not specified,Not specified,Not specified,Not specified,Weltevreden Park,,R 2 050 000,Commercial Property,,Not specified
Not specified,625,Not specified,2,Not specified,Not specified,Lindhaven,,R 960 000,2 Bedroom Townhouse,,Not specified
Not specified,625,Not specified,2,Not specified,Not specified,Lindhaven,,R 960 000,2 Bedroom Townhouse,,Not specified
Not specified,60,Not specified,2,Not specified,Not specified,Radiokop,,R 735 000,2 Bedroom Apartment,,Not specified
Not specified,60,Not specified,2,Not specified,Not specified,Radiokop,,R 735 000,2 Bedroom Apartment,,Not specified
Not specified,283,Not specified,3,Not specified,Not specified,Eagle Canyon Golf Estate,,R 3 050 000,3 Bedroom Townhouse,,Not specified
Not specified,283,Not specified,3,Not specified,Not specified,Eagle Canyon Golf Estate,,R 3 050 000,3 Bedroom Townhouse,,Not specified
Not specified,85,Not specified,2,Not specified,Not specified,Honeydew,,R 730 000,2 Bedroom Apartment,,Not specified
Not specified,85,Not specified,2,Not specified,Not specified,Honeydew,,R 730 000,2 Bedroom Apartment,,Not specified
Not specified,75,Not specified,2,Not specified,Not specified,Willowbrook,,R 775 000,2 Bedroom Apartment,,Not specified
Not specified,75,Not specified,2,Not specified,Not specified,Willowbrook,,R 775 000,2 Bedroom Apartment,,Not specified
Not specified,60,Not specified,2,Not specified,Not specified,Radiokop,,R 725 000,2 Bedroom Apartment,,Not specified
Not specified,60,Not specified,2,Not specified,Not specified,Radiokop,,R 725 000,2 Bedroom Apartment,,Not specified
Not specified,76,Not specified,2,Not specified,Not specified,Little Falls,,R 675 000,2 Bedroom Townhouse,,Not specified
Not specified,76,Not specified,2,Not specified,Not specified,Little Falls,,R 675 000,2 Bedroom Townhouse,,Not specified
Not specified,115,Not specified,3,Not specified,Not specified,Witpoortjie,,R 1 399 000,3 Bedroom House,,Not specified
Not specified,115,Not specified,3,Not specified,Not specified,Witpoortjie,,R 1 399 000,3 Bedroom House,,Not specified
Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,,From R 1 540 000 To R 3 250 000,Altura    Development in Ruimsig Country Estate,,Not specified
Not specified,033,Not specified,4,Not specified,Not specified,Ruimsig AH,,R 4 600 000,4 Bedroom House,,Not specified
Not specified,033,Not specified,4,Not specified,Not specified,Ruimsig AH,,R 4 600 000,4 Bedroom House,,Not specified
Not specified,000,Not specified,Not specified,Not specified,Not specified,Stormill,,R 14 500 000,Industrial Property,,Not specified
Not specified,000,Not specified,Not specified,Not specified,Not specified,Stormill,,R 14 500 000,Industrial Property,,Not specified
Not specified,680,Not specified,Not specified,Not specified,Not specified,Lea Glen,,R 15 500 000,Industrial Property,,Not specified
Not specified,680,Not specified,Not specified,Not specified,Not specified,Lea Glen,,R 15 500 000,Industrial Property,,Not specified
Not specified,009,Not specified,3,Not specified,Not specified,Wilro Park,,R 1 500 000,3 Bedroom House,,Not specified
Not specified,009,Not specified,3,Not specified,Not specified,Wilro Park,,R 1 500 000,3 Bedroom House,,Not specified
Not specified,69,Not specified,2,Not specified,Not specified,Wilgeheuwel,,R 750 000,2 Bedroom Apartment,,Not specified
Not specified,69,Not specified,2,Not specified,Not specified,Wilgeheuwel,,R 750 000,2 Bedroom Apartment,,Not specified
Not specified,60,Not specified,2,Not specified,Not specified,Witpoortjie,,R 545 000,2 Bedroom Apartment,,Not specified
Not specified,60,Not specified,2,Not specified,Not specified,Witpoortjie,,R 545 000,2 Bedroom Apartment,,Not specified
Not specified,155,Not specified,3,Not specified,Not specified,Radiokop,,R 1 570 000,3 Bedroom Townhouse,,Not specified
Not specified,155,Not specified,3,Not specified,Not specified,Radiokop,,R 1 570 000,3 Bedroom Townhouse,,Not specified
Not specified,185,Not specified,3,Not specified,Not specified,Constantia Kloof,,R 1 495 000,3 Bedroom Townhouse,,Not specified
Not specified,185,Not specified,3,Not specified,Not specified,Constantia Kloof,,R 1 495 000,3 Bedroom Townhouse,,Not specified
Not specified,Not specified,Not specified,4,Not specified,Not specified,Ruimsig Country Estate,,R 3 131 000,4 Bedroom House,,Not specified
Not specified,Not specified,Not specified,4,Not specified,Not specified,Ruimsig Country Estate,,R 3 131 000,4 Bedroom House,,Not specified
Not specified,Not specified,Not specified,3,Not specified,Not specified,Florida North,,R 1 750 000,3 Bedroom House,,Not specified
Not specified,Not specified,Not specified,3,Not specified,Not specified,Florida North,,R 1 750 000,3 Bedroom House,,Not specified
Not specified,126,Not specified,2,Not specified,Not specified,Wilro Park,,R 1 390 000,2 Bedroom Townhouse,,Not specified
Not specified,126,Not specified,2,Not specified,Not specified,Wilro Park,,R 1 390 000,2 Bedroom Townhouse,,Not specified
Not specified,60,Not specified,2,Not specified,Not specified,Weltevreden Park,,R 680 000,2 Bedroom Apartment,,Not specified
Not specified,60,Not specified,2,Not specified,Not specified,Weltevreden Park,,R 680 000,2 Bedroom Apartment,,Not specified
Not specified,000,Not specified,Not specified,Not specified,Not specified,Technikon,,R 52 500 000,Industrial Property,,Not specified
Not specified,000,Not specified,Not specified,Not specified,Not specified,Technikon,,R 52 500 000,Industrial Property,,Not specified
Not specified,000,Not specified,4,Not specified,Not specified,Bergbron,,R 2 200 000,4 Bedroom House,,Not specified
Not specified,000,Not specified,4,Not specified,Not specified,Bergbron,,R 2 200 000,4 Bedroom House,,Not specified
Not specified,75,Not specified,2,Not specified,Not specified,Willowbrook,,R 775 000,2 Bedroom Apartment,,Not specified
Not specified,75,Not specified,2,Not specified,Not specified,Willowbrook,,R 775 000,2 Bedroom Apartment,,Not specified
Not specified,Not specified,Not specified,2,Not specified,Not specified,Radiokop,,R 850 000,2 Bedroom Apartment,,Not specified
